character,character_id,cooldown,cost,id,multiplayer_hook,name,onfoot_effect,slot,status,tags,unlock,vehicle_effect
Cyr Ohne Gestern,char_cyr,8,1 Fokus,ab_char_cyr_skill_1,"Wenn ein zweiter Spieler waehrend Formgriff ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Formgriff,"Formgriff ist eine Kerntechnik fuer Adaptive / Formwechsel: sie setzt Formschock ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_1,Formschock,"[""Scherbenkrone"", ""Formschock"", ""onfoot""]",Post-20h: Asterhof-Geheimnis / Bindung 1,"Im Namenloser Kern wird Formgriff als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Cyr Ohne Gestern,char_cyr,12,2 Fokus,ab_char_cyr_skill_2,"Wenn ein zweiter Spieler waehrend Geklaute Technik ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Geklaute Technik,"Geklaute Technik ist eine Kerntechnik fuer Adaptive / Formwechsel: sie setzt Formschock ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_2,Formschock,"[""Scherbenkrone"", ""Formschock"", ""onfoot""]",Post-20h: Asterhof-Geheimnis / Bindung 1,"Im Namenloser Kern wird Geklaute Technik als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Cyr Ohne Gestern,char_cyr,16,1 Resonanz,ab_char_cyr_skill_3,"Wenn ein zweiter Spieler waehrend Leeres Gesicht ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Leeres Gesicht,"Leeres Gesicht ist eine Kerntechnik fuer Adaptive / Formwechsel: sie setzt Formschock ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_3,Formschock,"[""Scherbenkrone"", ""Formschock"", ""onfoot""]",Post-20h: Asterhof-Geheimnis / Bindung 2,"Im Namenloser Kern wird Leeres Gesicht als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Cyr Ohne Gestern,char_cyr,20,2 Resonanz,ab_char_cyr_skill_4,"Wenn ein zweiter Spieler waehrend Resonanzbiss ein passendes Statusfenster trifft, entsteht eine Combo-Variante mit Extra-Stagger.",Resonanzbiss,"Resonanzbiss ist eine Kerntechnik fuer Adaptive / Formwechsel: sie setzt Formschock ein, verschiebt Positionen und oeffnet ein klares Zeitfenster fuer Finisher.",skill_4,Formschock,"[""Scherbenkrone"", ""Formschock"", ""onfoot""]",Post-20h: Asterhof-Geheimnis / Bindung 3,"Im Namenloser Kern wird Resonanzbiss als Fahrzeugtechnik gelesen: kurzer Drift, Modulimpuls oder Bordwaffenfenster mit derselben Statuslogik."
Cyr Ohne Gestern,char_cyr,90,volle Resonanz,ab_char_cyr_ultimate,"Andere Spieler koennen innerhalb von 5 Sekunden einen Ultimate-Anker setzen, wodurch eine Konvoi-Ultimate entsteht.",Ich waehle meinen Namen,"Ultimative Charaktertechnik: Ich waehle meinen Namen verwandelt den persoenlichen Konflikt von Cyr Ohne Gestern in ein grosses Kampfereignis mit Schadens-, Kontroll- und Story-Callout.",ultimate,Formschock,"[""ultimate"", ""Formschock""]",Bindung 3 oder Story-Schluessel fuer Cyr Ohne Gestern,"Im Fahrzeug loest Ich waehle meinen Namen einen Signatur-Overdrive des Namenloser Kern aus, inklusive Spezialkamera und Teamfenster."
Cyr Ohne Gestern,char_cyr,0,passiv,ab_char_cyr_passive_1,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Narbeninstinkt,"Passiver Bonus, der Cyr Ohne Gesterns Thema 'Werkzeug wird Person' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Formschock und Dialog-/Questloesungen.",passive_1,Formschock,"[""passive""]",Talentreihe 1,"Gibt dem Namenloser Kern einen kleinen, aber buildpraegenden Bonus."
Cyr Ohne Gestern,char_cyr,0,passiv,ab_char_cyr_passive_2,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Regionale Handschrift,"Passiver Bonus, der Cyr Ohne Gesterns Thema 'Werkzeug wird Person' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Formschock und Dialog-/Questloesungen.",passive_2,Formschock,"[""passive""]",Talentreihe 2,"Gibt dem Namenloser Kern einen kleinen, aber buildpraegenden Bonus."
Cyr Ohne Gestern,char_cyr,0,passiv,ab_char_cyr_passive_3,"Wird im Koop geteilt, wenn die Bindung zwischen den Figuren hoch genug ist.",Bindungsschwur,"Passiver Bonus, der Cyr Ohne Gesterns Thema 'Werkzeug wird Person' mechanisch spuerbar macht. Verbessert Ressourcenfluss, Reaktion auf Formschock und Dialog-/Questloesungen.",passive_3,Formschock,"[""passive""]",Talentreihe 3,"Gibt dem Namenloser Kern einen kleinen, aber buildpraegenden Bonus."
Cyr Ohne Gestern,char_cyr,10,Hitze 20,ab_char_cyr_vehicle_1,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Kernwechsel,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_1,Formschock,"[""vehicle"", ""Transform-Rig"", ""Formschock""]",Namenloser Kern Modulstufe 1,"Kernwechsel ist die Signaturtechnik des Namenloser Kern (Transform-Rig). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Cyr Ohne Gestern,char_cyr,18,Hitze 35,ab_char_cyr_vehicle_2,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Maskenpanzer,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_2,Formschock,"[""vehicle"", ""Transform-Rig"", ""Formschock""]",Namenloser Kern Modulstufe 2,"Maskenpanzer ist die Signaturtechnik des Namenloser Kern (Transform-Rig). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
Cyr Ohne Gestern,char_cyr,30,Resonanzkern,ab_char_cyr_vehicle_3,"Kann mit Ramme, Harpune, Schild oder Sigil eines anderen Fahrzeugs verkettet werden.",Unmoeglicher Winkel,"Nicht zu Fuss nutzbar, aber kann durch Companion-Callout vorbereitet werden.",vehicle_skill_3,Formschock,"[""vehicle"", ""Transform-Rig"", ""Formschock""]",Namenloser Kern Modulstufe 3,"Unmoeglicher Winkel ist die Signaturtechnik des Namenloser Kern (Transform-Rig). Sie greift direkt in Lenkung, Gegnerformation und Fahrzeugpanzerung ein."
